Ensembl_human_genes,Chromosome,Startsite,Strand,Band,Symbol,EntrezGene,Unigene,Tissue_number,Tissues,Max_tissue
ENSG00000182566,19,7728957,-1,p13.2,CLEC4G,339390,Hs.220649,4,/fat/liver/lymphnode/urirybladder,liver
ENSG00000255974,19,40843538,-1,q13.2,CYP2A6,1548,Hs.250615,4,/endometrium/fat/liver/ovary,liver
ENSG00000130649,10,133520406,1,q26.3,CYP2E1,1571,Hs.12907,4,/esophagus/liver/skin/tonsil,liver
ENSG00000021461,7,99828013,1,q22.1,CYP3A43,64816,Hs.306220,4,/liver/pancreas/prostate/testis,liver
ENSG00000180432,3,42856005,-1,p22.1,CYP8B1,1582,Hs.722743,4,/gallbladder/kidney/liver/placenta,liver
ENSG00000143845,1,204131062,-1,q32.1,ETNK2,55224,Hs.497469,4,/kidney/liver/ovary/testis,liver
ENSG00000198734,1,169514166,-1,q24.2,F5,2153,Hs.30054,4,/gallbladder/liver/placenta/stomach,liver
ENSG00000118972,12,4368227,-1,p13.32,FGF23,8074,Hs.287370,4,adrenal/heart/liver/lymphnode,liver
ENSG00000148803,10,133355154,-1,q26.3,FUOM,282969,Hs.155823,4,/duodenum/kidney/liver/smallintestine,liver
ENSG00000168237,3,52287089,1,p21.2,GLYCTK,132158,Hs.415312,4,/duodenum/kidney/liver/smallintestine,liver
ENSG00000124713,6,42960758,1,p21.1,GNMT,27232,Hs.144914,4,/liver/pancreas/prostate/salivarygland,liver
ENSG00000174567,1,204198160,-1,q32.1,GOLT1A,127845,Hs.532401,4,/colon/duodenum/liver/smallintestine,liver
ENSG00000158104,12,121839527,-1,q24.31,HPD,3242,Hs.2899,4,/kidney/liver/testis/urirybladder,liver
ENSG00000025423,12,56752161,1,q13.3,HSD17B6,8630,Hs.524513,4,/liver/lung/prostate/spleen,liver
ENSG00000099769,16,1790413,-1,p13.3,IGFALS,3483,Hs.839,4,/colonrectum/gallbladder/liver/stomach,liver
ENSG00000115919,2,142877498,1,q22.2,KYNU,8942,Hs.470126,4,/appendices/liver/tonsil/urirybladder,liver
ENSG00000179528,2,74497517,-1,p13.1,LBX2,85474,Hs.516124,4,/duodenum/liver/smallintestine/stomach,liver
ENSG00000166816,16,75111860,-1,q23.1,LDHD,197257,Hs.380929,4,/heart/kidney/liver/skeletalmuscle,liver
ENSG00000164406,5,132872322,1,q31.1,LEAP2,116842,Hs.337588,4,/duodenum/liver/smallintestine/urirybladder,liver
ENSG00000203896,20,63736283,1,q13.33,LIME1,54923,Hs.233220,4,/kidney/liver/spleen/stomach,liver
ENSG00000169688,16,56651899,1,q13,MT1B,4490,Hs.656629,4,/appendices/duodenum/esophagus/liver,liver
ENSG00000166741,11,114257787,1,q23.2,NNMT,4837,Hs.503911,4,/appendices/fat/gallbladder/liver,liver
ENSG00000143257,1,161229666,-1,q23.3,NR1I3,9970,Hs.349642,4,/duodenum/kidney/liver/smallintestine,liver
ENSG00000161031,19,15468645,-1,p13.12,PGLYRP2,114770,Hs.282244,4,/endometrium/liver/skin/testis,liver
ENSG00000204479,1,13389632,1,p36.21,PRAMEF17,391004,Hs.684629,4,/liver/lymphnode/testis/thyroid,liver
ENSG00000106853,9,111549722,-1,q31.3,PTGR1,22949,Hs.584864,4,/duodenum/kidney/liver/smallintestine,liver
ENSG00000162723,1,159951492,-1,q23.2,SLAMF9,89886,Hs.661712,4,/appendices/liver/testis/urirybladder,liver
ENSG00000003989,8,17497088,1,p22,SLC7A2,6542,Hs.448520,4,/fallopiantube/liver/ovary/thyroid,liver
ENSG00000140263,15,45023104,1,q21.1,SORD,6652,Hs.878,4,/kidney/liver/prostate/thyroid,liver
ENSG00000204710,11,65170154,1,q13.1,SPDYC,387778,Hs.450642,4,/liver/placenta/smallintestine/testis,liver
ENSG00000106327,7,100620416,-1,q22.1,TFR2,7036,Hs.544932,4,/bonemarrow/brain/liver/stomach,liver
ENSG00000090534,3,184371935,-1,q27.1,THPO,7066,Hs.734657,4,/endometrium/kidney/liver/testis,liver
ENSG00000253426,,,,,,,,4,adrenal/heart/kidney/liver,liver
ENSG00000269305,,,,,,,,4,/endometrium/fat/liver/skeletalmuscle,liver
ENSG00000269295,,,,,,,,4,/fat/kidney/liver/stomach,liver
ENSG00000183044,16,8674565,1,p13.2,ABAT,18,Hs.336768,5,/brain/duodenum/kidney/liver/pancreas,liver
ENSG00000023839,10,99782640,1,q24.2,ABCC2,1244,Hs.368243,5,/duodenum/gallbladder/kidney/liver/smallintestine,liver
ENSG00000111058,12,80936414,1,q21.31,ACSS3,79611,Hs.259559,5,adrenal/fat/kidney/liver/ovary,liver
ENSG00000187758,4,99276367,-1,q23,ADH1A,124,Hs.654433,5,/duodenum/fat/gallbladder/liver/lung,liver
ENSG00000135744,1,230702523,-1,q42.2,AGT,183,Hs.19383,5,/brain/gallbladder/heart/kidney/liver,liver
ENSG00000122787,7,138002324,1,q33,AKR1D1,6718,Hs.740214,5,adrenal/gallbladder/liver/stomach/testis,liver
ENSG00000144908,3,126103562,-1,q21.3,ALDH1L1,10840,Hs.434435,5,/fat/kidney/liver/salivarygland/skeletalmuscle,liver
ENSG00000130173,19,11237450,1,p13.2,ANGPTL8,55908,Hs.534467,5,/fat/gallbladder/liver/ovary/salivarygland,liver
ENSG00000130208,19,44914247,1,q13.32,APOC1,341,Hs.737668,5,adrenal/liver/lung/lymphnode/spleen,liver
ENSG00000175336,12,56360569,-1,q13.3,APOF,319,Hs.534302,5,/liver/prostate/salivarygland/testis/thyroid,liver
ENSG00000161944,17,7101322,-1,p13.1,ASGR2,433,Hs.654440,5,/appendices/bonemarrow/gallbladder/liver/skin,liver
ENSG00000197580,11,112175467,1,q23.1,BCO2,83875,Hs.728325,5,adrenal/fallopiantube/heart/liver/skeletalmuscle,liver
ENSG00000123838,1,207104262,1,q32.2,C4BPA,722,Hs.1012,5,/appendices/endometrium/gallbladder/liver/lung,liver
ENSG00000160200,21,43053191,-1,q22.3,CBS,875,Hs.533013,5,/brain/liver/ovary/pancreas/thyroid,liver
ENSG00000134365,1,196888014,1,q31.3,CFHR4,10877,Hs.710100,5,/fat/kidney/liver/lymphnode/spleen,liver
ENSG00000165682,12,9985642,-1,p13.2,CLEC1B,51266,Hs.409794,5,/bonemarrow/liver/placenta/spleen/testis,liver
ENSG00000184374,8,118995452,1,q24.12,COLEC10,10584,Hs.176615,5,/gallbladder/liver/lung/placenta/thyroid,liver
ENSG00000111249,12,111034024,1,q24.11,CUX2,23316,Hs.124953,5,/brain/liver/prostate/testis/thyroid,liver
ENSG00000095596,10,93073475,1,q23.33,CYP26A1,1592,Hs.150595,5,adrenal/brain/liver/placenta/testis,liver
ENSG00000121690,11,33015864,1,p13,DEPDC7,91614,Hs.280990,5,/duodenum/kidney/liver/smallintestine/testis,liver
ENSG00000131187,5,177402140,-1,q35.3,F12,2161,Hs.1321,5,/colonrectum/duodenum/liver/skin/smallintestine,liver
ENSG00000180210,11,46719180,1,p11.2,F2,2147,Hs.655207,5,/colon/gallbladder/liver/stomach/testis,liver
ENSG00000160339,9,134880812,1,q34.3,FCN2,2220,Hs.54517,5,adrenal/fat/liver/prostate/salivarygland,liver
ENSG00000007933,1,171090877,1,q24.3,FMO3,2328,Hs.445350,5,adrenal/fallopiantube/kidney/liver/lung,liver
ENSG00000197487,19,56176020,1,q13.43,GALP,85569,Hs.283915,5,adrenal/bonemarrow/endometrium/liver/testis,liver
ENSG00000213512,1,89131751,-1,p22.2,GBP7,388646,Hs.591450,5,adrenal/kidney/liver/lung/testis,liver
ENSG00000105697,19,35280716,1,q13.12,HAMP,57817,Hs.8821,5,/brain/heart/liver/lymphnode/tonsil,liver
ENSG00000257017,16,72054592,1,q22.2,HP,3240,Hs.530274,5,/appendices/bonemarrow/fat/liver/lung,liver
ENSG00000114378,3,50299889,-1,p21.31,HYAL1,3373,Hs.75619,5,/heart/kidney/liver/lung/spleen,liver
ENSG00000175189,12,57434760,1,q13.3,INHBC,3626,Hs.632722,5,/brain/liver/prostate/testis/thyroid,liver
ENSG00000055957,3,52777592,1,p21.1,ITIH1,3697,Hs.420257,5,/gallbladder/liver/lymphnode/spleen/tonsil,liver
ENSG00000259471,15,66582190,1,q22.31,LINC01169,102723165,Hs.636703,5,/fat/liver/lung/placenta/stomach,liver
ENSG00000183729,8,52938431,1,q11.23,NPBWR1,2831,Hs.248117,5,/brain/gallbladder/liver/prostate/skin,liver
ENSG00000179761,17,28950513,1,q11.2,PIPOX,51268,Hs.462585,5,/duodenum/fallopiantube/kidney/liver/placenta,liver
ENSG00000204501,1,13315581,1,p36.21,PRAMEF15,653619,Hs.631873,5,/colonrectum/liver/placenta/rectum/testis,liver
ENSG00000204510,1,12916610,1,p36.21,PRAMEF7,441871,,5,/brain/liver/rectum/testis/thyroid,liver
ENSG00000182330,1,13281035,-1,p36.21,PRAMEF8,391002,Hs.553832,5,/brain/liver/rectum/testis/thyroid,liver
ENSG00000138207,10,93591687,-1,q23.33,RBP4,5950,Hs.50223,5,adrenal/fat/kidney/liver/pancreas,liver
ENSG00000139547,12,56951431,-1,q13.3,RDH16,8608,Hs.134958,5,/liver/prostate/skin/spleen/tonsil,liver
ENSG00000147223,X,106900063,-1,q22.3,RIPPLY1,92129,Hs.334726,5,adrenal/kidney/liver/prostate/testis,liver
ENSG00000100003,22,30396857,1,q12.2,SEC14L2,23541,Hs.335614,5,/brain/duodenum/liver/prostate/smallintestine,liver
ENSG00000129214,17,7613946,1,p13.1,SHBG,6462,Hs.632235,5,/duodenum/kidney/liver/smallintestine/testis,liver
ENSG00000184999,11,63137867,1,q12.3,SLC22A10,387775,Hs.188982,5,/brain/liver/lung/prostate/salivarygland,liver
ENSG00000102743,13,40789412,1,q14.11,SLC25A15,10166,Hs.646645,5,/duodenum/liver/pancreas/smallintestine/thyroid,liver
ENSG00000140107,14,100323337,1,q32.2,SLC25A47,283600,Hs.108268,5,/duodenum/kidney/liver/smallintestine/testis,liver
ENSG00000139209,12,46764761,-1,q13.11,SLC38A4,55089,Hs.446077,5,/colon/kidney/liver/skeletalmuscle/smoothmuscle,liver
ENSG00000042781,1,215622894,-1,q41,USH2A,7399,Hs.655974,5,adrenal/heart/kidney/liver/testis,liver
ENSG00000157358,,,,,,,,5,/colonrectum/liver/placenta/rectum/testis,liver
ENSG00000175899,12,9067664,-1,p13.31,A2M,2,Hs.212838,1,/lung,lung
ENSG00000102575,19,11574660,-1,p13.2,ACP5,54,Hs.1211,1,/lung,lung
ENSG00000204305,6,32180968,-1,p21.32,AGER,177,Hs.534342,1,/lung,lung
ENSG00000257341,14,105487199,1,q32.33,AL928654.3,,,1,/lung,lung
ENSG00000154065,18,23598926,-1,q11.2,ANKRD29,147463,Hs.374774,1,/lung,lung
ENSG00000114790,3,154121003,1,q25.2,ARHGEF26,26084,Hs.240845,1,/lung,lung
ENSG00000168874,2,85751344,1,p11.2,ATOH8,84913,Hs.135569,1,/lung,lung
ENSG00000068650,13,112690329,1,q34,ATP11A,23250,Hs.29189,1,/lung,lung
ENSG00000176435,14,38254103,-1,q21.1,CLEC14A,161198,Hs.525307,1,/lung,lung
ENSG00000103811,15,78921058,-1,q25.1,CTSH,1512,Hs.148641,1,/lung,lung
ENSG00000164741,8,13083361,-1,p22,DLC1,10395,Hs.738560,1,/lung,lung
ENSG00000136048,12,101877351,1,q23.2,DRAM1,55332,Hs.525634,1,/lung,lung
ENSG00000114654,3,129001629,1,q21.3,EFCC1,79825,Hs.134807,1,/lung,lung
ENSG00000143341,1,185734551,1,q25.3,HMCN1,83872,Hs.58877,1,/lung,lung
ENSG00000090339,19,10270835,1,p13.2,ICAM1,3383,Hs.643447,1,/lung,lung
ENSG00000241644,7,30697985,1,p14.3,INMT,11185,Hs.632629,1,/lung,lung
ENSG00000254959,7,30752137,1,p14.3,INMT-MINDY4,100526825,Hs.660192,1,/lung,lung
ENSG00000005884,17,50055968,1,q21.33,ITGA3,3675,Hs.660689,1,/lung,lung
ENSG00000124780,6,39299001,-1,p21.2,KCNK17,89822,Hs.162282,1,/lung,lung
ENSG00000188906,12,40196744,1,q12,LRRK2,120892,Hs.187636,1,/lung,lung
ENSG00000119681,14,74498170,-1,q24.3,LTBP2,4053,Hs.597522,1,/lung,lung
ENSG00000038945,8,16107878,-1,p22,MSR1,4481,Hs.147635,1,/lung,lung
ENSG00000133026,17,8474205,-1,p13.1,MYH10,4628,Hs.16355,1,/lung,lung
ENSG00000176771,2,132671799,-1,q21.2,NCKAP5,344148,Hs.537329,1,/lung,lung
ENSG00000171840,12,564296,-1,p13.33,NINJ2,4815,Hs.656450,1,/lung,lung
ENSG00000197428,11,4637477,1,p15.4,OR51D1,390038,Hs.553728,1,/lung,lung
ENSG00000105227,19,40393768,-1,q13.2,PRX,57716,Hs.205457,1,/lung,lung
ENSG00000160013,19,46620468,-1,q13.32,PTGIR,5739,Hs.458324,1,/lung,lung
ENSG00000131477,17,42758447,1,q21.2,RAMP2,10266,Hs.514193,1,/lung,lung
ENSG00000122679,7,45157791,1,p13,RAMP3,10268,Hs.25691,1,/lung,lung
ENSG00000158352,X,50591647,-1,p11.22,SHROOM4,57477,Hs.420541,1,/lung,lung
ENSG00000138821,4,102251041,-1,q24,SLC39A8,64116,Hs.288034,1,/lung,lung
ENSG00000137834,15,66702228,1,q22.31,SMAD6,4091,Hs.153863,1,/lung,lung
ENSG00000183379,14,74405893,-1,q24.3,SYNDIG1L,646658,Hs.12400,1,/lung,lung
ENSG00000204176,10,46578217,1,q11.22,SYT15,83849,Hs.696346,1,/lung,lung
ENSG00000095383,9,98198999,-1,q22.33,TBC1D2,55357,Hs.371016,1,/lung,lung
ENSG00000178726,20,23045633,-1,p11.21,THBD,7056,Hs.2030,1,/lung,lung
ENSG00000136114,13,52377167,-1,q14.3,THSD1,55901,Hs.325667,1,/lung,lung
ENSG00000151718,4,183099293,1,q35.1,WWC2,80014,Hs.333179,1,/lung,lung
ENSG00000206077,5,710360,-1,p15.33,ZDHHC11B,653082,,1,/lung,lung
ENSG00000269657,,,,,,,,1,/lung,lung
ENSG00000269496,,,,,,,,1,/lung,lung
ENSG00000167972,16,2275881,-1,p13.3,ABCA3,21,Hs.26630,2,/brain/lung,lung
ENSG00000269755,19,12433103,-1,p13.2,AC008758.6,,,2,/heart/lung,lung
ENSG00000006534,11,68008578,1,q13.2,ALDH3B1,221,Hs.523841,2,/fallopiantube/lung,lung
ENSG00000154188,8,107249482,-1,q23.1,ANGPT1,284,Hs.369675,2,/fat/lung,lung
ENSG00000161940,17,7023020,1,p13.1,BCL6B,255877,Hs.22575,2,/fat/lung,lung
ENSG00000007402,3,50362799,-1,p21.31,CAC2D2,9254,Hs.674666,2,/lung/testis,lung
ENSG00000064989,2,187343129,-1,q32.1,CALCRL,10203,Hs.744587,2,/fat/lung,lung
ENSG00000105974,7,116524785,1,q31.2,CAV1,857,Hs.74034,2,/fat/lung,lung
ENSG00000160111,19,16892947,-1,p13.11,CPAMD8,27151,Hs.631644,2,/lung/prostate,lung
ENSG00000164400,5,132073790,1,q31.1,CSF2,1437,Hs.1349,2,/lung/urirybladder,lung
ENSG00000164935,8,104339087,1,q22.3,DCSTAMP,81501,Hs.741954,2,/liver/lung,lung
ENSG00000128512,7,111726110,-1,q31.1,DOCK4,9732,Hs.654652,2,/brain/lung,lung
ENSG00000213853,16,10528422,-1,p13.13,EMP2,2013,Hs.531561,2,/lung/skin,lung
ENSG00000116016,2,46293667,1,p21,EPAS1,2034,Hs.468410,2,/lung/placenta,lung
ENSG00000196126,6,32578769,-1,p21.32,HLA-DRB1,3123,Hs.696211,2,/lung/lymphnode,lung
ENSG00000171446,17,40776808,-1,q21.2,KRT27,342574,Hs.59363,2,/lung/testis,lung
ENSG00000153395,5,1456480,-1,p15.33,LPCAT1,79888,Hs.368853,2,/lung/spleen,lung
ENSG00000132031,2,19992111,-1,p24.1,MATN3,4148,Hs.656199,2,/lung/placenta,lung
ENSG00000145506,5,1008829,1,p15.33,NKD2,85409,Hs.240951,2,/lung/skin,lung
ENSG00000204301,6,32194843,-1,p21.32,NOTCH4,4855,Hs.436100,2,/fat/lung,lung
ENSG00000180433,1,158754720,1,q23.1,OR6K6,128371,Hs.553591,2,/bonemarrow/lung,lung
ENSG00000131400,19,50358477,-1,q13.33,PSA,9476,Hs.512843,2,/kidney/lung,lung
ENSG00000188015,1,153547329,-1,q21.3,S100A3,6274,Hs.557609,2,/lung/skin,lung
ENSG00000148488,10,17318383,-1,p12.33,ST8SIA6,338596,Hs.677766,2,/heart/lung,lung
ENSG00000121068,17,61399896,1,q23.2,TBX2,6909,Hs.531085,2,/lung/placenta,lung
ENSG00000120156,9,27109141,1,p21.2,TEK,7010,Hs.89640,2,/lung/placenta,lung
ENSG00000188818,5,795606,-1,p15.33,ZDHHC11,79844,Hs.732788,2,/duodenum/lung,lung
ENSG00000120586,,,,,,,,2,/fat/lung,lung
ENSG00000183748,,,,,,,,2,/fat/lung,lung
ENSG00000262302,17,7246829,-1,p13.1,AC003688.1,,,3,/brain/lung/skeletalmuscle,lung
ENSG00000173862,7,33725981,1,p14.3,AC008080.1,,,3,/lung/skin/spleen,lung
ENSG00000214708,17,32141226,-1,q11.2,AC116407.1,105371730,Hs.735908,3,adrenal/lung/stomach,lung
ENSG00000069122,6,46852512,-1,p12.3,ADGRF5,221395,Hs.362806,3,/fat/kidney/lung,lung
ENSG00000011201,X,8528874,-1,p22.31,ANOS1,3730,Hs.521869,3,/brain/lung/thyroid,lung
ENSG00000181577,6,44000580,1,p21.1,C6orf223,221416,Hs.733478,3,/duodenum/lung/salivarygland,lung
ENSG00000087589,20,56412112,1,q13.31,CASS4,57091,Hs.473144,3,/appendices/lung/spleen,lung
ENSG00000105971,7,116287380,1,q31.2,CAV2,858,Hs.603096,3,/fat/heart/lung,lung
ENSG00000006210,16,57372458,1,q21,CX3CL1,6376,Hs.531668,3,/brain/lung/salivarygland,lung
ENSG00000186160,1,47067488,1,p33,CYP4Z1,199974,Hs.176588,3,/lung/skin/testis,lung
ENSG00000160867,5,177086886,1,q35.2,FGFR4,2264,Hs.165950,3,/duodenum/kidney/lung,lung
ENSG00000078081,3,183122213,-1,q27.1,LAMP3,27074,Hs.518448,3,/appendices/lung/testis,lung
ENSG00000064042,4,41359607,1,p13,LIMCH1,22998,Hs.335163,3,/heart/lung/spleen,lung
ENSG00000136153,13,75620434,1,q22.2,LMO7,4008,Hs.207631,3,/esophagus/heart/lung,lung
ENSG00000058335,15,78959947,-1,q25.1,RASGRF1,5923,Hs.459035,3,/appendices/brain/lung,lung
ENSG00000182010,10,62183035,-1,q21.2,RTKN2,219790,Hs.58559,3,/esophagus/lung/testis,lung
ENSG00000133661,10,79937740,-1,q22.3,SFTPD,6441,Hs.253495,3,/bonemarrow/lung/skin,lung
ENSG00000145147,4,20253260,1,p15.31,SLIT2,9353,Hs.29802,3,adrenal/lung/smoothmuscle,lung
ENSG00000166292,17,55719627,-1,q22,TMEM100,55273,Hs.173233,3,/fat/lung/placenta,lung
ENSG00000165197,X,15345591,-1,p22.2,VEGFD,2277,Hs.11392,3,/fat/lung/urirybladder,lung
ENSG00000134917,11,130404925,-1,q24.3,ADAMTS8,11095,Hs.271605,4,/appendices/colon/lung/smoothmuscle,lung
ENSG00000187013,17,61411751,1,q23.2,C17orf82,388407,Hs.434459,4,/colonrectum/fat/lung/prostate,lung
ENSG00000167850,17,74541108,-1,q25.1,CD300C,10871,Hs.2605,4,/appendices/bonemarrow/lung/spleen,lung
ENSG00000155011,4,106921802,-1,q25,DKK2,27123,Hs.211869,4,/lung/ovary/placenta/skin,lung
ENSG00000142449,19,8065402,-1,p13.2,FBN3,84467,Hs.370362,4,/kidney/lung/salivarygland/thyroid,lung
ENSG00000170909,19,54094668,-1,q13.42,OSCAR,126014,Hs.347655,4,/appendices/bonemarrow/lung/spleen,lung
ENSG00000102760,13,41457559,1,q14.11,RGCC,28984,Hs.507866,4,/bonemarrow/fat/lung/placenta,lung
ENSG00000178217,10,80537902,1,q23.1,SH2D4B,387694,Hs.147643,4,/bonemarrow/lung/testis/thyroid,lung
ENSG00000099994,22,24181259,1,q11.23,SUSD2,56241,Hs.131819,4,/kidney/lung/skin/smallintestine,lung
ENSG00000095917,16,1256059,1,p13.3,TPSD1,23430,Hs.677789,4,/colonrectum/lung/prostate/stomach,lung
ENSG00000114812,3,42489299,1,p22.1,VIPR1,7433,Hs.348500,4,/duodenum/lung/rectum/smallintestine,lung
ENSG00000158220,3,138434586,1,q22.3,ESYT3,83850,Hs.477711,5,/endometrium/lung/skin/smoothmuscle/thyroid,lung
ENSG00000198502,6,32517343,-1,p21.32,HLA-DRB5,3127,Hs.534322,5,/lung/lymphnode/spleen/stomach/tonsil,lung
ENSG00000149534,11,60088261,1,q12.1,MS4A2,2206,Hs.386748,5,/colonrectum/gallbladder/lung/smallintestine/stomach,lung
ENSG00000173376,4,121035613,-1,q27,NDNF,79625,Hs.709520,5,/fallopiantube/kidney/lung/ovary/placenta,lung
ENSG00000225683,6,163165414,-1,q26,PACRG-AS3,729658,Hs.728991,5,/brain/heart/lung/placenta/testis,lung
ENSG00000259803,16,89195761,-1,q24.3,SLC22A31,146429,Hs.743726,5,/bonemarrow/lung/pancreas/spleen/testis,lung
ENSG00000171243,7,16461481,-1,p21.1,SOSTDC1,25928,Hs.648106,5,/kidney/lung/rectum/skin/stomach,lung
ENSG00000197415,3,157259742,-1,q25.32,VEPH1,79674,Hs.658046,5,adrenal/fallopiantube/kidney/lung/pancreas,lung
ENSG00000107623,,,,,,,,5,/fat/lung/pancreas/prostate/testis,lung
ENSG00000144218,2,99545419,-1,q11.2,AFF3,3899,Hs.444414,1,/lymphnode,lymphnode
ENSG00000243811,22,39021113,1,q13.1,APOBEC3D,140564,Hs.658626,1,/lymphnode,lymphnode
ENSG00000239713,22,39077005,1,q13.1,APOBEC3G,60489,Hs.660143,1,/lymphnode,lymphnode
ENSG00000103187,16,84565594,-1,q24.1,COTL1,23406,Hs.289092,1,/lymphnode,lymphnode
ENSG00000172215,3,45940933,1,p21.31,CXCR6,10663,Hs.737579,1,/lymphnode,lymphnode
ENSG00000187741,16,89737549,-1,q24.3,FANCA,2175,Hs.744083,1,/lymphnode,lymphnode
ENSG00000133574,7,150567277,1,q36.1,GIMAP4,55303,Hs.648582,1,/lymphnode,lymphnode
ENSG00000196329,7,150722253,1,q36.1,GIMAP5,55340,Hs.698139,1,/lymphnode,lymphnode
ENSG00000179144,7,150514830,1,q36.1,GIMAP7,168537,Hs.647074,1,/lymphnode,lymphnode
ENSG00000135077,5,157085832,-1,q33.3,HAVCR2,84868,Hs.710500,1,/lymphnode,lymphnode
ENSG00000174718,12,31959370,1,p11.21,KIAA1551,55196,Hs.445129,1,/lymphnode,lymphnode
ENSG00000139187,12,8950044,1,p13.31,KLRG1,10219,Hs.558446,1,/lymphnode,lymphnode
ENSG00000005059,4,109560205,1,q25,MCUB,55013,Hs.234149,1,/lymphnode,lymphnode
ENSG00000131196,18,79395856,1,q23,NFATC1,4772,Hs.701518,1,/lymphnode,lymphnode
ENSG00000233412,3,98166696,1,q11.2,OR5H15,403274,Hs.554713,1,/lymphnode,lymphnode
ENSG00000205268,8,65717510,-1,q13.1,PDE7A,5150,Hs.527119,1,/lymphnode,lymphnode
ENSG00000240065,6,32844136,1,p21.32,PSMB9,5698,Hs.654585,1,/lymphnode,lymphnode
ENSG00000213413,7,100218241,1,q22.1,PVRIG,79037,Hs.729356,1,/lymphnode,lymphnode
ENSG00000188060,1,28592200,1,p35.3,RAB42,115273,Hs.660005,1,/lymphnode,lymphnode
ENSG00000187994,19,38867834,-1,q13.2,RINL,126432,Hs.446933,1,/lymphnode,lymphnode
ENSG00000169413,14,20781051,1,q11.2,RSE6,6039,Hs.23262,1,/lymphnode,lymphnode
ENSG00000198161,,,,,,,,1,/lymphnode,lymphnode
ENSG00000065413,2,196967017,-1,q33.1,ANKRD44,91526,Hs.432706,2,/lymphnode/tonsil,lymphnode
ENSG00000076928,19,41883161,1,q13.2,ARHGEF1,9138,Hs.631550,2,/lymphnode/spleen,lymphnode
ENSG00000130429,7,99374249,1,q22.1,ARPC1B,10095,Hs.489284,2,/lymphnode/spleen,lymphnode
ENSG00000162888,1,206491116,-1,q32.1,C1orf147,,,2,/lymphnode/tonsil,lymphnode
ENSG00000197992,12,10030677,1,p13.2,CLEC9A,283420,Hs.531189,2,/lymphnode/spleen,lymphnode
ENSG00000103653,15,74782057,1,q24.1,CSK,1445,Hs.77793,2,/lymphnode/tonsil,lymphnode
ENSG00000156136,4,70992538,1,q13.3,DCK,1633,Hs.709,2,/lymphnode/tonsil,lymphnode
ENSG00000162777,1,111187174,-1,p13.2,DENND2D,79961,Hs.557850,2,/lymphnode/tonsil,lymphnode
ENSG00000065357,12,55927319,1,q13.2,DGKA,1606,Hs.524488,2,/lymphnode/skin,lymphnode
ENSG00000134954,11,128458761,-1,q24.3,ETS1,2113,Hs.369438,2,/lymphnode/tonsil,lymphnode
ENSG00000117560,1,172659018,1,q24.3,FASLG,356,Hs.2007,2,/lymphnode/spleen,lymphnode
ENSG00000106560,7,150685697,1,q36.1,GIMAP2,26157,Hs.647071,2,/lymphnode/spleen,lymphnode
ENSG00000145649,5,55102648,1,q11.2,GZMA,3001,Hs.90708,2,/lymphnode/spleen,lymphnode
ENSG00000140511,15,88877288,-1,q26.1,HAPLN3,145864,Hs.447530,2,/appendices/lymphnode,lymphnode
ENSG00000242574,6,32934629,-1,p21.32,HLA-DMB,3109,Hs.351279,2,/lymphnode/tonsil,lymphnode
ENSG00000231389,6,33064569,-1,p21.32,HLA-DPA1,3113,Hs.347270,2,/lymphnode/tonsil,lymphnode
ENSG00000223865,6,33075926,1,p21.32,HLA-DPB1,3115,Hs.485130,2,/lymphnode/tonsil,lymphnode
ENSG00000237541,6,32741342,1,p21.32,HLA-DQA2,3117,Hs.591798,2,/lymphnode/tonsil,lymphnode
ENSG00000213416,17,41123091,-1,q21.2,KRTAP4-12,83755,Hs.572443,2,/lymphnode/placenta,lymphnode
ENSG00000186818,19,54643889,1,q13.42,LILRB4,11006,Hs.731841,2,/appendices/lymphnode,lymphnode
ENSG00000100060,22,37469063,-1,q13.1,MFNG,4242,Hs.517603,2,/lymphnode/spleen,lymphnode
ENSG00000132182,3,13316235,-1,p25.1,NUP210,23225,Hs.475525,2,/bonemarrow/lymphnode,lymphnode
ENSG00000122543,7,5879827,1,p22.1,OCM,654231,Hs.571315,2,/lymphnode/testis,lymphnode
ENSG00000127780,17,3432870,-1,p13.2,OR1E2,8388,Hs.533931,2,/fallopiantube/lymphnode,lymphnode
ENSG00000181023,11,5736448,1,p15.4,OR56B1,387748,Hs.689609,2,/appendices/lymphnode,lymphnode
ENSG00000141956,21,41798225,-1,q22.3,PRDM15,63977,Hs.726680,2,/lymphnode/tonsil,lymphnode
ENSG00000172794,17,74670578,1,q25.1,RAB37,326624,Hs.351413,2,/lymphnode/spleen,lymphnode
ENSG00000164483,6,130144315,-1,q23.1,SAMD3,154075,Hs.440508,2,/lymphnode/spleen,lymphnode
ENSG00000110876,12,108622277,-1,q24.11,SELPLG,6404,Hs.591014,2,/lymphnode/spleen,lymphnode
ENSG00000158714,1,159826750,1,q23.2,SLAMF8,56833,Hs.438683,2,/appendices/lymphnode,lymphnode
ENSG00000084070,1,40344850,1,p34.2,SMAP2,64744,Hs.602551,2,/lymphnode/tonsil,lymphnode
ENSG00000221855,7,143477873,1,q35,TAS2R41,259287,Hs.650648,2,/bonemarrow/lymphnode,lymphnode
ENSG00000145779,5,119268692,1,q23.1,TNFAIP8,25816,Hs.656274,2,/lymphnode/tonsil,lymphnode
